"japanese","english","context","notes"
"女子プロレス同好会とかの催しも/あるみたい。/飛び入り参加でもしてみる？","There's a women's pro wrestling club event too. /Want to try joining?","Portrait: !p0000!e00",""
"女子プロレス同好会とかの催しも/あるみたいだぞ。/飛び入り参加でもしてみるか？","There's a women's pro wrestling club event too. /Want to try joining?","Portrait: !p0000!e00",""
"好き……、なんじゃないかな……。","Like... /maybe...","Portrait: !p0000!e00",""
"好き……か。","Like... is it?","Portrait: !p0502!e00",""
"好きだから/友達だから/美人だから","Because I like/ Because friends/ Because beautiful","Portrait: !pffff!e00",""
"好きとは限らない/嫌い/好き","Not necessarily like/ Dislike/ Like","Portrait: !pffff!e00",""
"好きな人と行けばいいよ。/行きたい人と行くのが一番だからね。","Go with someone you like. /Going with who you want is best.","Portrait: !p0000!e00",""
"好きな人と行けばいいわよ。/行きたい人と行くのが一番だからね。","Go with someone you like. /Going with who you want is best.","Portrait: !p0000!e00",""
"好きな子が落ち込んでるのをみたら、/なんとかしたいと思うじゃないか。","When you see a girl you like down,　/you want to help, right?","Portrait: !p0000!e00",""
"好きな子が落ち込んでるのをみたら、/なんとかしたいと思うじゃない？","When you see a girl you like down,　/you want to help, right?","Portrait: !p0000!e00",""
"好きな言葉を登録してね！","Register your favorite word!","Portrait: !p0100!e00",""
"姉に似ているといわれても、/僕はうれしくも何ともないですよ。/失礼します。","Even if told I'm like my sister, /I'm neither happy nor anything. /Excuse me.","Portrait: !p1500!e00",""
"委員長から/!c02届け物『委員長のレポート』!c07をあずかった/!c01職員室・西!c07に届けよう！","Received delivery 'Chairperson's Report' from Chairperson、 /deliver to Staff Room West!","Portrait: !pffff!e00",""
"委員長がひなたを羨ましがってるみたいに、/ひなたも委員長みたいになりたいって、/思ってるんじゃないかな？","Like Chairperson envies Hinata, /Hinata probably wants to be like Chairperson too?","Portrait: !p0000!e00",""
"委員長がひなたを羨ましがってるみたいに、/ひなたも委員長みたいになりたいって、/思ってるんじゃないか？","Like Chairperson envies Hinata, /Hinata probably wants to be like Chairperson too?","Portrait: !p0000!e00",""
"委員長ってさ、/いっつも赤ジャージを羽織ってるけど、/何か理由ってあるのか？","Chairperson always wears a red jersey,　/is there a reason?","Portrait: !p0000!e00",""
"委員長ってさ、/いっつも赤ジャージを羽織ってるけど、/何か理由ってあるの？","Chairperson always wears a red jersey,　/is there a reason?","Portrait: !p0000!e00",""
"委員長ってさ、このまま空手を/習いつづけていくつもりなのか？","Chairperson, planning to、/keep learning karate?","Portrait: !p0000!e00",""
"委員長ってさ、このまま空手を/習いつづけていくつもりなの？","Chairperson, planning to、/keep learning karate?","Portrait: !p0000!e00",""
"委員長とひなたは違うさ。/同じになろうったって、/それは無理な相談だよ。","Chairperson and Hinata are different. /Trying to be the same /is impossible.","Portrait: !p0000!e00",""
"委員長とひなたは違うわよ。/同じになろうったって、/それは無理な相談ね。","Chairperson and Hinata are different. /Trying to be the same /is impossible.","Portrait: !p0000!e00",""
"委員長のツープラトン技/!c03『委員長のワンポイントＡ』!c07を覚えた！","Learned Chairperson's Two-Platoon technique /!c03'Chairperson's One Point A'!c07!","Portrait: !pffff!e00",""
"委員長は、ちゃんと努力してるじゃない。/その努力は、決して無駄にはならないよ。/この私が保証するわ。","Chairperson is working hard.　/That effort won't be wasted. /I guarantee it.","Portrait: !p0000!e00",""
"委員長は、ちゃんと努力してるじゃないか。/その努力は、決して無駄にはならないよ。/この俺が保証する。","Chairperson is working hard.　/That effort won't be wasted. /I guarantee it.","Portrait: !p0000!e00",""
"委員長！/今日の行事って、/どんな予定だったっけ？","Chairperson!　/What was today's event again?","Portrait: !p0000!e00",""
"委員長？","Chairperson?","Portrait: !p0000!e00",""
"委員長？/どうしたの、こんな所で。","Chairperson? /What's wrong, here?","Portrait: !p0000!e00",""
"委員長？/どうしたんだ、こんな所で。","Chairperson?、/What's wrong, here?","Portrait: !p0000!e00",""
"姫、姫って、/デッカイ声で呼ぶんじゃないよ！/時代劇じゃないんだからさ！","Don't call 'Hime, Hime' /in a loud voice! /This isn't a period drama!","Portrait: !p2302!e00",""
"姫〜っ！/姫、いる〜〜っ？","Hime~! /Hime, are you here~~?","Portrait: !p0000!e00",""
"姫〜っ！/姫、いるかぁ〜っ？","Hime~! /Hime, are you here~?","Portrait: !p0000!e00",""
"姫ちゃん！　元気？","Hime-chan! Doing well?","Portrait: !p0000!e00",""
"学園祭だと/いつもこうなるのよね……。","At festivals /it's always like this...","Portrait: !p0502!e00",""
"学園祭といえば、/出店のメニューじゃないですか！","Speaking of festivals,　/it's shop menus！","Portrait: !p0000!e00",""
"学園祭といえば、/出店のメニューじゃないの！","Speaking of festivals,　/it's shop menus！","Portrait: !p0000!e00",""
"学園祭ともなると、/先生たちも忙しそうだな。","At festival time, /teachers seem busy too.","Portrait: !p0000!e00",""
"学園祭ともなると、/先生たちも忙しそうね。","At festival time, /teachers seem busy too.","Portrait: !p0000!e00",""
"学園祭に参加するには、/いろいろ登録することがあるの。/まずは、プレイ人数を選択してね！","To join the festival, /there's stuff to register. /Now, select player count!","Intro dialog - player registration",""
"学園祭の雰囲気に水をさす/このような行為を、僕は決して許さない。/何としても犯人を捜し出してみせる！","Ruining the festival atmosphere, /I'll never allow such acts. /I'll find the culprit no matter what!","Portrait: !p0303!e00",""
"学園祭の飾りつけって、/美術部の人がやってるんだよね？","The festival decorations /are done by the art club, right?","Portrait: !p0500!e00",""
"学園祭を一緒に見て回って/欲しいんですけど……。","I want you to look around the festival with me...","Portrait: !p0000!e00",""
"学園祭を案内した後、/結婚してくれるっていったのにぃ〜っ！！","After guiding the festival, /you said you'd marry me~~！！","Portrait: !p2403!e00",""
"学園祭中なのに、ランニング？/できればもっと別なことがいいな。","Running during the festival? /Something else would be better.","Portrait: !p0000!e00",""
"学園祭中なのに、ランニング？/なんかもっと、別なことがいいなぁ。","Running during the festival?、/Something else would be better.","Portrait: !p0000!e00",""
"学園祭参加申込書を提出してね。","Submit festival participation form!","Portrait: !p0100!e00",""
"学園祭最後のイベントでは、/一体どんなことが起こるのかしら？","What happens at the festival's final event?","Portrait: !p1800!e00",""
"学校を登録してね！","Register your school!","Portrait: !p0100!e00",""
"学科を登録してね！","Register your major!","Portrait: !p0100!e00",""
"安心して、私がんばるから！/いろいろとね！/じゃあね！","Don't worry, I'll work hard! /In various ways! /See you!","Portrait: !p1100!e00",""
"完全試合？/スゴイですね、修一さん！","Perfect game? /Amazing, Shuuichi-san!","Portrait: !p0000!e00",""
"完全試合？/スゴイですね、修一先輩！","Perfect game? /Amazing, Shuuichi-senpai!","Portrait: !p0000!e00",""
"実は……、/俺、２００２年を目標にした/強化選手に選ばれたんだ。","Actually... /I was selected as a /training player targeting 2002.","Portrait: !p0600!e00",""
"実は……このお皿を、/家庭科室に届けて欲しいんだけど、/……ダメかな？","Actually... I want you to deliver this plate /to the home ec room... /is that OK?","Portrait: !p0202!e00",""
