"japanese","english","context","notes"
"!0……/せっかく誉めてくれるところをすまないが、/もう止めてくれないか？","!0...　/Sorry to interrupt your compliments, but、/could you please stop?","Portrait: !p0303!e00",""
"!0……/キモチは嬉しいけど、/やっぱりパパを見捨てられまセン……","!0...　/I appreciate the thought, but、/I can't abandon Papa...","Portrait: !p0803!e00",""
"!0……/今からキミに聴いてほしい曲がある。","!0...　/There's a song I want you、/to hear right now.","Portrait: !p0302!e00",""
"!0……/俺を目標になんざ、するんじゃねぇ！/……いいか！！","!0...　/Don't you dare make me your goal!　/...Got it?!","Portrait: !p2000!e00",""
"!0……/僕たちの店には行ったかい？","!0...　/Have you been to our shop yet?","Portrait: !p0303!e00",""
"!0……/嬉しいコト言ってくれるじゃねぇか。/その言葉、何よりのねぎらいになるぜ。","!0...　/That's real nice of you to say.　/Those words mean more than anything.","Portrait: !p2002!e00",""
"!0……/少し時間をもらうぞ。","!0...　/Give me a moment.","Portrait: !p1600!e00",""
"!0……/日本にまた来て、/ホントにヨカッタよ！！","!0...　/I'm so glad I came、/back to Japan!!","Portrait: !p0802!e00",""
"!0……/遅かったデスね。","!0...　/You're late.","Portrait: !p0803!e00",""
"!0……。/……髪がとんがってるからは、/余計だ。","!0...　/...The comment about my spiky hair、/was uncalled for.","Portrait: !p0400!e00",""
"!0……。/あんまり失礼こいてると……、/いろんなことして、泣かすわよ……。","!0...　/If you keep being rude...　/I'll make you cry in all sorts of ways...","Portrait: !p2103!e00",""
"!0……。/どうせなら真面目に考えてくれ。/茶化してもらう為に話したんじゃないぞ。","!0...　/If you're going to respond, be serious.　/I didn't tell you this to be mocked.","Portrait: !p0303!e00",""
"!0……。/ならば、ついて来てくれるか……？","!0...　/Then... will you come with me?","Portrait: !p1900!e00",""
"!0……。/なんかオマエと話してると、/気が落ち着くな。","!0...　/Talking with you somehow、/calms me down.","Portrait: !p0401!e00",""
"!0……。/オマエってヤツは……。","!0...　/You really are something...","Portrait: !p1002!e00",""
"!0……。/君を待っていたのです。","!0...　/I've been waiting for you.","Portrait: !p0902!e00",""
"!0……あなたはもう一度、/よく考え直してみるべきだと思います。/……それでは失礼。","!0... I think you should、/reconsider this carefully.　/...Now if you'll excuse me.","Portrait: !p0903!e00",""
"!0……ありがとう。/これで私の、/唯一の心残りが無くなりました。","!0... Thank you.　/Now I have、/no more regrets.","Portrait: !p0902!e00",""
"!0……お疲れ様でした。","!0... Good work today.","Portrait: !p0900!e00",""
"!0……オマエは、/卒業したら何になるつもりなんだ？","!0... What do you、/plan to do after graduation?","Portrait: !p0103!e00",""
"!0……本気だな？/生半可な気持ちじゃ大怪我するぜ！","!0... You serious?、/Half-hearted effort will get you hurt!","Portrait: !p0100!e00",""
"!0……私って、/子供っぽいよね？","!0... Am I、/childish?","Portrait: !p0203!e00",""
"!0……私は……","!0... I...","Portrait: !p0900!e00",""
"!0……貴様の目は、/ただ物を写すだけのガラス球のようだな。/……これ以上、貴様と話す事はない！","!0... Your eyes are like、/glass orbs that merely reflect objects.　/...I have nothing more to say to you!","Portrait: !p1603!e00",""
"!0……遅い！","!0... You're late!","Portrait: !p1603!e00",""
"!0、/アンタ、行ってくれるかい？","!0,　/would you go for me?","Portrait: !p2300!e00",""
"!0、/オマエがそんなコトいうなんて、/思わなかったぜ！　ヘン！！","!0,　/I never thought you'd say、/something like that! Hmph!!","Portrait: !p0403!e00",""
"!0、/オマエには手伝ってもらわねぇよ。/んじゃあな！","!0,　/I don't need your help.　/Later!","Portrait: !p0100!e00",""
"!0、/今日はちょっと、/いい知らせがあるんだ。","!0,　/I've got some、/good news for you today.","Portrait: !p0600!e00",""
"!0、/少し頼まれてくれないか？","!0,　/could you do me a favor?","Portrait: !p0300!e00",""
"!0、いるんだろ？/もう出てきてもいいぞ。","!0, I know you're there.　/You can come out now.","Portrait: !p2300!e00",""
"!0、お疲れさん。/どうしたんだ、元気ないな。","!0, good work.　/What's wrong? You seem down.","Portrait: !p0400!e00",""
"!0、オマエ……","!0, you...","Portrait: !p2000!e00",""
"!0、オレさ！/決めたぜ！/今、決めた！","!0, I've decided!　/Just now!　/I made up my mind!","Portrait: !p1000!e00",""
"!0、ダンスの間も/ミーの側をゼッタイ離れないでください！/一生の約束ネ！！","!0, stay by my side、/during the dance, okay?、/Promise me forever!!","Portrait: !p0802!e00",""
"!0、頑張ってくるわね！","!0, I'll do my best!","Portrait: !p0501!e00",""
"!0。/それは聞かない方がキミのためだ。/じゃ、この埋め合わせはいずれ。","!0.　/It's better you don't ask.　/I'll make it up to you sometime.","Portrait: !p0303!e00",""
"!0。/待っていたぞ。","!0.　/I've been waiting for you.","Portrait: !p1900!e00",""
"!0。/見事な活躍だったな。","!0.　/Splendid performance.","Portrait: !p1901!e00",""
"!0。キミに質問がある。/ボクは、もうすぐ仕事でここを/離れなければいけない。","!0. I have a question.　/I'll have to leave here soon、/for work.","Portrait: !p0700!e00",""
