"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!0のルーレットを/!c04『イチバチ』!c07に変更します","Change  !0's roulette /to  !c04'All-or-Nothing'!c07","Portrait: !pffff!e00","","49","47","-2"
"!0の/!c01国語!c07の!c02１!c07を強奪した！","Stole !0's  /  !c01Japanese!c07  !c021!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01国語!c07の!c02２!c07を強奪した！","Stole !0's  /  !c01Japanese!c07  !c022!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01国語!c07の!c02３!c07を強奪した！","Stole !0's  /  !c01Japanese!c07  !c023!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01国語!c07の!c02４!c07を強奪した！","Stole !0's  /  !c01Japanese!c07  !c024!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01理科!c07の!c02１!c07を強奪した！","Stole !0's  /  !c01Science!c07  !c021!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01理科!c07の!c02２!c07を強奪した！","Stole !0's  /  !c01Science!c07  !c022!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01理科!c07の!c02３!c07を強奪した！","Stole !0's  /  !c01Science!c07  !c023!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01理科!c07の!c02４!c07を強奪した！","Stole !0's  /  !c01Science!c07  !c024!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01社会!c07の!c02１!c07を強奪した！","Stole !0's  /  !c01Soc. St.!c07  !c021!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01社会!c07の!c02２!c07を強奪した！","Stole !0's  /  !c01Soc. St.!c07  !c022!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01社会!c07の!c02３!c07を強奪した！","Stole !0's  /  !c01Soc. St.!c07  !c023!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01社会!c07の!c02４!c07を強奪した！","Stole !0's  /  !c01Soc. St.!c07  !c024!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01英語!c07の!c02１!c07を強奪した！","Stole !0's  /  !c01English!c07  !c021!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01英語!c07の!c02２!c07を強奪した！","Stole !0's  /  !c01English!c07  !c022!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01英語!c07の!c02３!c07を強奪した！","Stole !0's  /  !c01English!c07  !c023!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01英語!c07の!c02４!c07を強奪した！","Stole !0's  /  !c01English!c07  !c024!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0も/欲しいものがあれば、取ってやるぞ。","!0, if you want it,  /I'll get it.","Portrait: !p0600!e00","","39","37","-2"
"!0の!c04ＨＰ!c07が!1減った！","!0's  !c04HP!c07 -!1!","Portrait: !pffff!e00","","28","26","-2"
"!0の!c05友好度!c07が下がった！","!0's  !c05Friendship!c07 down!","Portrait: !pffff!e00","","30","28","-2"
"!0の!c05友好度!c07を強奪した！","Stole !0's !c05Friendship!c07!","Portrait: !pffff!e00","","30","28","-2"
"!0の/!c01音楽!c07の!c02１!c07を強奪した！","Stole !0's  /  !c01Music!c07  !c021!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01音楽!c07の!c02２!c07を強奪した！","Stole !0's  /  !c01Music!c07  !c022!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の/!c01音楽!c07の!c02３!c07を強奪した！","Stole !0's  /  !c01Music!c07  !c023!c07!","Portrait: !pffff!e00","","41","39","-2"
"!0の勝ちね！/!0は３位になるわ！","!0 wins! /  !0 gets 3rd!","Portrait: !p1800!e00","","31","29","-2"
"!0は!c04ＨＰ!c07０のため、/!c05１ターン!c07休み！","!0's  !c04HP!c07 is 0! /Skip  !c05this turn!c07!","Portrait: !pffff!e00","","49","47","-2"
"!0クン……/「真剣な」恋愛を何度もしなさい。/何度も恋して、何度も別れて……","!0…  /Fall in love seriously, often.  /Love often, break up often ...","Portrait: !p1400!e00","","74","72","-2"
"!0クン……/どうしたの、急に。","!0…  /What's wrong?","Portrait: !p1402!e00","","29","27","-2"
"!0先輩、/どうです？/僕と一緒に見て回りませんか？","!0-senpai,  /how about it?  /Walk with me?","Portrait: !p1500!e00","","48","46","-2"
