"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"いいだろう。/本番に影響ない程度なら、/練習にもなるからね。","Fine. /As long as it doesn't hurt the real thing, /it's good practice.","Portrait: !p0300!e00","","58","70","12"
"いいんですよ。/流先輩はそのままで！","It's fine.　/Nagare-senpai is fine as is！","Portrait: !p0000!e00","","35","42","7"
"いいんですか？/じゃ、遠慮なく。/パクッ！","Is it okay? /Then don't mind if I do. /Chomp！","Portrait: !p0000!e00","","40","46","6"
"いいカメラだと取材してても/気分がいいわ。","A good camera makes /covering events feel good.","Portrait: !p2100!e00","","41","47","6"
"あー、それってヒドい言い方。","Ah, that's a harsh way to say it.","Portrait: !p0203!e00","","28","33","5"
"あーん、こういうときは、/ウソでも「任せとけ」とかいうんですぅ！","Aww, at times like this,　/say 'leave it to me' even if it's a lie！","Portrait: !p2401!e00","","63","68","5"
"いいの！/いわないで。","It's fine!　/Don't say it.","Portrait: !p0502!e00","","21","26","5"
"いいわよねぇ、学園祭って！/血が騒ぐわね！","Festivals are great!　/Gets the blood pumping!","Portrait: !p2101!e00","","41","46","5"
"いい天気ですね！/醍醐先輩！","Nice weather！　/Daigo-senpai！","Portrait: !p0000!e00","","27","31","4"
"いいお天気になってよかったわ。/正直、これだけが心配だったの。","I'm glad the weather cleared. /Honestly, that was my only worry.","Portrait: !p1801!e00","","61","64","3"
"いいね！　一緒に行こうよ！/全部のお店を回りたい気分！","Nice！ Let's go together！　/I wanna hit all the shops！","Portrait: !p0000!e00","","53","56","3"
"いいね！　一緒に行こう！/全部の店を回りたい気分だな！","Nice！ Let's go together！　/I wanna hit all the shops！","Portrait: !p0000!e00","","53","56","3"
"いいの。気にしないで。/例えばの話なんだから。","It's fine. Don't worry. /It's just hypothetical.","Portrait: !p0503!e00","","45","48","3"
"いいよ。/持っていくだけで判るんだろ？/なら、任しといて。","Fine. /You'll know when you take it?　/Then leave it to me.","Portrait: !p0000!e00","","56","59","3"
"いいんですよ。/流さんはそのままで！","It's fine.　/Nagare-san is fine as is!","Portrait: !p0000!e00","","35","38","3"
"いい加減にしないと、/痛い目みるよ！","If you don't stop,　/you'll be sorry！","Portrait: !p2303!e00","","35","38","3"
"あれ？/ゆりかさんと静音さんじゃないですか。","Huh?　/Isn't that Yurika-san and Shizune-san?","Portrait: !p0000!e00","","43","45","2"
"あんまり悔しかったから、/売り物のケーキを/少しつまみ食いしちゃった!h","I was so frustrated,　/I snuck a bite of　/the cake we were selling !h","Portrait: !p0201!e00","","68","70","2"
"いいよ！/射的で勝負でもしてみる？","Fine！　/Wanna compete at shooting?","Portrait: !p0000!e00","","33","35","2"
"あれ？/ゆりかさんと静音ちゃんじゃないですか。","Huh?　/Isn't that Yurika-san and Shizune-chan?","Portrait: !p0000!e00","","45","46","1"
"あれ？/流先輩、何してるんです？","Huh?　/Nagare-senpai, what's up?","Portrait: !p0000!e00","","31","32","1"
"い、いきなり、/変なこと聞くのね……。","S-suddenly　/asking something weird...","Portrait: !p0000!e00","","37","38","1"
"い、今から？/だって学園祭だってまだ……。","R-right now?　/But the festival's still...","Portrait: !p0000!e00","","41","42","1"
"いいぜ！/でも、全部は大変だな。","Fine！　/But doing all is tough.","Portrait: !p0000!e00","","31","32","1"
"いいって。/じゃ、また何かあったら言ってきてね！","It's fine.　/Let me know if something comes up！","Portrait: !p0000!e00","","47","48","1"
"いいって。/じゃ、また何かあったら言ってこいよ！","It's fine.　/Let me know if something comes up！","Portrait: !p0000!e00","","47","48","1"
"いいとも。/何だ？","Sure. /What is it?","Portrait: !p0000!e00","","17","18","1"
"いいよ！/でも、全部は大変だね。","Fine！　/But doing all is tough.","Portrait: !p0000!e00","","31","32","1"
