"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"いいだろう。/本番に影響ない程度なら、/練習にもなるからね。","Fine. /As long as it doesn't affect the real thing, /it's good practice.","Portrait: !p0300!e00","","58","72","14"
"あれ？/流先輩、何してるんです？","Huh? /Nagare-senpai, what are you doing?","Portrait: !p0000!e00","","31","40","9"
"いいよ。/持っていくだけで判るんだろ？/なら、任しといて。","Fine. /You'll know when you take it, right? /Then leave it to me.","Portrait: !p0000!e00","","56","65","9"
"あれ？/流さん、何してるんです？","Huh? /Nagare-san, what are you doing?","Portrait: !p0000!e00","","31","37","6"
"いいカメラだと取材してても/気分がいいわ。","A good camera makes /covering events feel good.","Portrait: !p2100!e00","","41","47","6"
"あー、それってヒドい言い方。","Ah, that's a harsh way to put it.","Portrait: !p0203!e00","","28","33","5"
"いいわよ。/持っていくだけで判るんでしょ？/なら、任しといて。","Fine. /You'll know when you take it, right? /Then leave it to me.","Portrait: !p0000!e00","","60","65","5"
"いいんですよ。/流先輩はそのままで！","It's fine. /Nagare-senpai is fine as is!","Portrait: !p0000!e00","","35","40","5"
"いいの！/いわないで。","It's fine! /Don't say it.","Portrait: !p0502!e00","","21","25","4"
"いいわよねぇ、学園祭って！/血が騒ぐわね！","Festivals are great! /Gets the blood pumping!","Portrait: !p2101!e00","","41","45","4"
"いいんですか？/じゃ、遠慮なく。/パクッ！","Is it okay? /Then I won't hold back. /Chomp!","Portrait: !p0000!e00","","40","44","4"
"あーん、こういうときは、/ウソでも「任せとけ」とかいうんですぅ！","Aww, at times like this, /say 'leave it to me' even if it's a lie!","Portrait: !p2401!e00","","63","66","3"
"い、いわれてみれば、そうですね。/で、本当は何をやってるんですか？","W-well, now that you mention it, yes. /So what are you really doing?","Portrait: !p0000!e00","","65","68","3"
"いいお天気になってよかったわ。/正直、これだけが心配だったの。","I'm glad the weather cleared. /Honestly, that was my only worry.","Portrait: !p1801!e00","","61","64","3"
"いいの。気にしないで。/例えばの話なんだから。","It's fine. Don't worry. /It's just hypothetical.","Portrait: !p0503!e00","","45","48","3"
"いいんですよ。/流さんはそのままで！","It's fine. /Nagare-san is fine as is!","Portrait: !p0000!e00","","35","37","2"
"あれ？/ゆりかさんと静音さんじゃないですか。","Huh? /Isn't that Yurika-san and Shizune-san?","Portrait: !p0000!e00","","43","44","1"
"い、今から？/だって学園祭だってまだ……。","R-right now? /But the festival is still...","Portrait: !p0000!e00","","41","42","1"
"いいとも。/何だ？","Sure. /What is it?","Portrait: !p0000!e00","","17","18","1"
"いいね！　一緒に行こうよ！/全部のお店を回りたい気分！","Nice! Let's go together! /I want to hit all the shops!","Portrait: !p0000!e00","","53","54","1"
"いいね！　一緒に行こう！/全部の店を回りたい気分だな！","Nice! Let's go together! /I want to hit all the shops!","Portrait: !p0000!e00","","53","54","1"
"いい加減にしないと、/痛い目みるよ！","If you don't stop, /you'll be sorry!","Portrait: !p2303!e00","","35","36","1"
"いい天気ですね！/醍醐先輩！","Nice weather! /Daigo-senpai!","Portrait: !p0000!e00","","27","28","1"
