"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"やっぱり兄貴はスゴイよなー。","My brother is amazing after all.","Portrait: !p0400!e00","","28","32","4"
"やめとけば？/恥かくぞ、岩！/あはははは…………っ！","Don't do it?  /You'll be embarrassed, Iwa!  /Ahaha...!","Portrait: !p0000!e00","","50","54","4"
"やれやれ、大変な目にあったよ。/やぁ将馬に!0君。/お揃いだね。","Oh well, had a rough time.  /Hey, Shoma and  !0-kun.  /Together.","Portrait: !p2700!e00","","60","64","4"
"やっぱ、全部売りてェよな！/意地みてェなもんでよ！","I really wanna sell it all! /I'm stubborn like that!","Portrait: !p1000!e00","","49","52","3"
"やっぱり、何じゃい？","After all, what is it?","Portrait: !p1200!e00","","20","22","2"
"やっぱりヒマつぶしだったのか……。","It was just killing time after all…","Portrait: !p0000!e00","","34","36","2"
"やっぱりヒマつぶしだったのね……。","It was just killing time after all…","Portrait: !p0000!e00","","34","36","2"
"やれやれ、大変な目にあったよ。/やぁ、将馬に!0君。/お揃いだね。","Oh well, had a rough time.  /Hey, Shoma and  !0-kun.  /Together.","Portrait: !p2700!e00","","62","64","2"
"やれやれ、大変な目にあったよ。/やぁ将馬に!0さん。/お揃いだね。","Oh well, had a rough time.  /Hey, Shoma and  !0-san.  /Together.","Portrait: !p2700!e00","","62","64","2"
"やっぱり、愛情だろうなぁ。/恋は盲目っていうし。/心を支配されてるといえるかもな。","After all, it's probably love.  /They say love is blind.  /Hearts are controlled.","Portrait: !p0000!e00","","80","81","1"
"よい事を聞いた。/感謝するぞ、!0。","I heard good things.  /Thanks, !0.","Portrait: !p1601!e00","","33","34","1"
