"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"ハハハ！/着飾らなくても、/先輩は、十分魅力的ですよ。","Hahaha! /Even without dressing up,  /senpai is plenty attractive.","Portrait: !p1501!e00","","52","65","13"
"ナメんじゃネェ！","Don't underestimate me!","Portrait: !p1003!e00","","16","23","7"
"ハハハ、/卒業した流に付き合わされる/水泳部員も大変だな。","Hahaha, /swim club stuck with graduated Nagare  /have it tough.","Portrait: !p2701!e00","","56","63","7"
"バツのツープラトン技/!c03『ダブル気合弾』!c07を覚えた！","Learned Batsu's Two-Platoon /  !c03'Double Spirit Bullet'!c07!","Portrait: !pffff!e00","","55","62","7"
"バツ君達にも指導しましたが、/聖純女学院は、お嬢様が多いせいか、/材料もよりいいものを使ってますね。","I taught Batsu-kun too, but Seijun  /uses better ingredients, probably  /because of all the young ladies.","Portrait: !p1301!e00","","98","105","7"
"ハハハッ！/勉強ねぇ……。/ええ、頑張りますよ、それ以外もね……。","Hahaha! /Studying ... /Yes, I'll work hard, on other things too ...","Portrait: !p1501!e00","","64","67","3"
"デジ亀ぇ？","Digi-turtle?","Portrait: !p0000!e00","","10","12","2"
"ハイ、「たこ焼」！/屋台村にお店が出てたんで/買ってみたんです。","Here, 'takoyaki'! /A shop was at the stalls,  /so I bought some.","Portrait: !p0000!e00","","62","64","2"
"ハハハ……、そんな顔をするな。/今から少し付き合え。","Hahaha… don't make that face.  /Come with me a bit.","Portrait: !p1901!e00","","51","52","1"
"ハハハ、チビだからって遠慮するな！/チビでも大丈夫！　チビでもな！！","Hahaha, don't hold back for being short ! /Short is fine ! Short ! !","Portrait: !p2800!e00","","67","68","1"
